CCDS330.1	29313949	29442309
CCDS332.1	29320000	29442309
CCDS331.1	29320000	29442309
CCDS30658.1	29447416	29448340
CCDS333.1	29474921	29508264
CCDS30660.1	29520533	29543145
CCDS30659.1	29520533	29557418
CCDS53290.1	29563156	29652173
CCDS44098.2	29563156	29652173
CCDS335.1	29563156	29652173
CCDS334.1	29563156	29652173
CCDS336.1	31186428	31196398
CCDS337.1	31206674	31230592
CCDS30661.1	31346057	31381433
CCDS44099.1	31406057	31532413
CCDS338.1	31406057	31532413
CCDS339.2	31654549	31712394
CCDS340.1	31732918	31769598
CCDS341.1	31782945	31837040
CCDS60061.1	31791041	31837040
CCDS60062.1	31791961	31837040
CCDS342.1	31838732	31845861
CCDS55583.1	31882684	31907046
CCDS55584.1	31883231	31907046
CCDS30662.1	31886112	31907046
CCDS55585.1	31886860	31907046
CCDS55586.1	32042749	32052580
CCDS343.1	32042749	32052580
CCDS344.1	32084793	32092581
CCDS345.1	32096213	32110465
CCDS41297.1	32118251	32167794
CCDS60066.1	32256203	32280934
CCDS347.1	32256203	32280934
CCDS59193.1	32374452	32384666
CCDS53292.1	32374452	32384666
CCDS348.1	32374452	32384666
CCDS60067.1	32479596	32508225
CCDS350.1	32479596	32508225
CCDS351.2	32538648	32568274
CCDS352.1	32573731	32636495
CCDS353.1	32645946	32660796
CCDS354.2	32667536	32670849
CCDS53293.1	32671282	32673683
CCDS355.1	32671282	32673683
CCDS44100.1	32674694	32681498
CCDS356.2	32682453	32687923
CCDS357.1	32688042	32696797
CCDS358.2	32713022	32714202
CCDS359.1	32739930	32751317
CCDS360.1	32757770	32798645
CCDS361.1	32800197	32801634
CCDS57985.1	32827033	32827692
CCDS362.1	32828302	32829857
CCDS44103.1	32832222	32860015
CCDS44102.1	32832222	32860015
CCDS44101.1	32832222	32860015
CCDS363.2	32832222	32860015
CCDS44104.1	32936225	32951019
CCDS30664.1	33058532	33066020
CCDS365.1	33087462	33116166
CCDS44105.1	33116907	33145306
CCDS366.1	33116907	33145306
CCDS44106.1	33117603	33145306
CCDS53294.1	33147388	33168261
CCDS367.2	33147450	33168261
CCDS41298.1	33207555	33238488
CCDS55589.1	33231370	33238488
CCDS55588.1	33231370	33238488
CCDS368.1	33241581	33282845
CCDS30666.1	33291700	33321639
CCDS369.2	33329894	33336347
CCDS65483.1	33330210	33333974
CCDS370.1	33354499	33359463
CCDS371.1	33360405	33366839
CCDS372.2	33402406	33430286
CCDS44107.1	33402888	33430286
CCDS373.1	33476429	33502429
CCDS374.1	33478781	33502429
CCDS375.1	33547850	33585783
CCDS376.1	33612777	33647033
CCDS377.1	33736175	33764647
CCDS60080.1	33772366	33786699
CCDS379.1	33790465	33799843
CCDS378.1	33790465	33841140
CCDS41300.1	33944889	33961076
CCDS60082.1	33985117	34630698
CCDS380.1	33985117	34631414
CCDS30668.1	34329792	34330353
CCDS44108.1	34643390	34684362
CCDS381.1	34663075	34684362
CCDS382.1	35222931	35223753
CCDS383.1	35226855	35227656
CCDS384.1	35250363	35251176
CCDS30669.1	35259814	35260816
CCDS53295.1	35321299	35321578
CCDS30670.1	35331683	35370984
CCDS53296.1	35447544	35450906
CCDS387.2	35452704	35496240
CCDS41302.1	35559588	35580860
CCDS388.1	35650056	35658650
CCDS389.1	35734647	35885278
CCDS390.1	35900494	36020092
CCDS392.1	36023791	36031264
CCDS30672.1	36024725	36031264
CCDS393.2	36039178	36060277
CCDS394.1	36068867	36107033
CCDS395.1	36181232	36181922
CCDS53297.1	36202096	36235471
CCDS396.1	36202096	36235471
CCDS397.1	36274017	36319206
CCDS398.1	36349022	36385208
CCDS399.1	36397027	36521346
CCDS400.1	36469985	36521346
CCDS401.1	36550522	36553787
CCDS402.1	36554505	36558987
CCDS403.1	36563169	36565843
CCDS59194.1	36602803	36605671
CCDS404.1	36602803	36614979
CCDS65493.1	36622018	36645859
CCDS65492.1	36622018	36645859
CCDS30673.1	36622018	36645859
CCDS405.1	36748164	36769618
CCDS30674.2	36772874	36786728
CCDS406.1	36787895	36788638
CCDS60089.1	36807355	36826933
CCDS407.1	36807355	36826933
CCDS408.1	36859358	36859730
CCDS409.2	36883739	36915970
CCDS410.1	36893920	36915970
CCDS411.1	36921388	36929876
CCDS412.1	36931696	36945097
CCDS414.1	36931957	36945097
CCDS413.1	36931957	36945097
CCDS416.1	37267451	37499709
CCDS417.1	37941097	37949212
CCDS59195.1	37959369	37980347
CCDS59196.1	37959699	37980347
CCDS418.1	37959699	37980347
CCDS419.1	38003348	38019830
CCDS420.1	38022529	38030662
CCDS421.1	38032455	38061423
CCDS55591.1	38078426	38095573
CCDS55590.1	38078426	38095333
CCDS41304.1	38078426	38095333
CCDS423.1	38148794	38155552
CCDS424.1	38158362	38174038
CCDS41305.1	38184043	38230738
CCDS425.1	38227038	38230738
CCDS44111.1	38259854	38265531
CCDS44110.1	38259854	38265875
CCDS426.1	38261447	38265875
CCDS30675.1	38269596	38273852
CCDS427.2	38274076	38274745
CCDS44112.1	38274356	38274745
CCDS30676.1	38280807	38323330
CCDS41306.1	38327986	38411980
CCDS428.1	38423857	38455637
CCDS30678.1	38463076	38465084
CCDS429.1	38478474	38489300
CCDS30679.1	38511059	38512415
CCDS430.1	39305224	39325318
CCDS431.1	39330341	39338977
CCDS432.1	39340222	39341770
CCDS30680.1	39352175	39384884
CCDS44113.1	39457052	39469727
CCDS433.1	39457052	39469727
CCDS434.1	39494396	39500168
CCDS435.1	39549890	39951466
CCDS437.1	39957663	39991470
CCDS44115.1	40027369	40041623
CCDS44114.1	40027369	40041623
CCDS438.1	40027369	40041623
CCDS439.1	40092178	40105297
CCDS440.1	40124792	40137710
CCDS441.1	40148207	40150275
CCDS53299.1	40204572	40228296
CCDS443.1	40204572	40219027
CCDS442.1	40204572	40229414
CCDS444.1	40226090	40254157
CCDS445.1	40235373	40236927
CCDS30681.1	40307415	40349163
CCDS53300.1	40363043	40367560
CCDS30682.1	40363043	40367106
CCDS44117.2	40366485	40367560
CCDS44118.1	40420964	40435240
CCDS446.1	40420964	40435240
CCDS41309.1	40525018	40537205
CCDS44119.1	40539732	40562910
CCDS447.1	40539732	40562910
CCDS448.1	40627071	40706119
CCDS30684.1	40713665	40717266
CCDS449.1	40723943	40758341
CCDS450.1	40766853	40782869
CCDS451.1	40839792	40887773
CCDS55592.1	40840367	40887773
CCDS55593.1	40874327	40887773
CCDS452.2	40916633	40929261
CCDS30686.1	40945033	40961731
CCDS453.1	40980216	40981338
CCDS454.1	40998838	41013132
CCDS30687.1	41092188	41107597
CCDS44123.1	41204515	41236500
CCDS44122.1	41204515	41236500
CCDS44121.1	41204515	41236500
CCDS44120.1	41204515	41236500
CCDS455.1	41204515	41236500
CCDS456.1	41249765	41304195
CCDS458.1	41327244	41327799
CCDS459.1	41448962	41475917
CCDS460.1	41481777	41486332
CCDS53304.1	41493865	41651805
CCDS53303.1	41493865	41625402
CCDS53302.1	41493865	41608748
CCDS53301.1	41493865	41608748
CCDS30688.1	41493865	41618346
CCDS461.1	41493865	41625402
CCDS462.1	41945079	41950272
CCDS44124.1	41976121	42050468
CCDS463.1	41976121	42050468
CCDS464.1	42619121	42621267
CCDS465.1	42628576	42630383
CCDS55594.1	42645380	42776764
CCDS30689.1	42645380	42776764
CCDS466.2	42846605	42880645
CCDS467.1	42896406	42921668
CCDS41311.1	42922236	42925597
CCDS41312.1	42922928	42925597
CCDS30690.1	43002155	43119699
CCDS469.1	43124117	43133090
CCDS470.1	43148236	43166686
CCDS471.1	43200756	43205734
CCDS53306.1	43201432	43205734
CCDS44125.1	43201538	43205734
CCDS472.2	43212367	43232642
CCDS53307.1	43212503	43232642
CCDS57986.1	43212582	43232642
CCDS473.1	43232982	43241065
CCDS474.1	43273084	43282215
CCDS475.1	43296119	43308903
CCDS55595.1	43315329	43317484
CCDS476.1	43316629	43317484
CCDS477.1	43392711	43424322
CCDS44126.1	43613622	43621984
CCDS53308.1	43630113	43638092
CCDS478.1	43630113	43637789
CCDS479.1	43638424	43675755
CCDS480.1	43738393	43739053
CCDS481.1	43748455	43748941
CCDS482.1	43766742	43788393
CCDS483.1	43803519	43818443
CCDS484.1	43824886	43828800
CCDS57987.1	43829586	43831280
CCDS485.1	43829586	43831280
CCDS486.2	43850120	43855435
CCDS60108.1	43850712	43853176
CCDS487.2	43850712	43855435
CCDS30694.2	43855639	43916151
CCDS53309.1	43916908	43919464
CCDS488.2	43916980	43919464
CCDS490.2	44010746	44087674
CCDS489.2	44010746	44087674
CCDS491.1	44118846	44170041
CCDS57994.1	44201933	44364939
CCDS57993.1	44201933	44395855
CCDS57992.1	44201933	44395855
CCDS57991.1	44201933	44395855
CCDS57990.1	44201933	44395893
CCDS57989.1	44201933	44395893
CCDS57988.1	44201933	44395893
CCDS53310.1	44201933	44395874
CCDS500.1	44201933	44395874
CCDS499.1	44201933	44395874
